 ,Area,Mean,Min,Max,IntDen,RawIntDen
511,305,4519.223,3384,5851,1378363.000,1378363.000
512,285,3923.793,3391,4983,1118281.000,1118281.000
513,324,4137.617,3399,5494,1340588.000,1340588.000
514,312,4707.035,3390,5872,1468595.000,1468595.000
515,453,6013.662,3382,8062,2724189.000,2724189.000
516,414,5377.928,3393,7403,2226462.000,2226462.000
517,267,3955.517,3403,5188,1056123.000,1056123.000
518,305,4065.807,3384,5301,1240071.000,1240071.000
519,272,4328.581,3398,5282,1177374.000,1177374.000
520,255,4394.949,3398,5456,1120712.000,1120712.000
521,266,4139.305,3387,5086,1101055.000,1101055.000
522,280,4590.818,3388,6149,1285429.000,1285429.000
523,280,4686.468,3410,6580,1312211.000,1312211.000
524,303,4016.858,3383,5178,1217108.000,1217108.000
525,273,4351.513,3391,5695,1187963.000,1187963.000
526,277,4975.469,3397,6595,1378205.000,1378205.000
527,252,4652.591,3396,5984,1172453.000,1172453.000
528,269,4934.327,3400,6893,1327334.000,1327334.000
529,315,4144.083,3409,5166,1305386.000,1305386.000
530,264,4370.439,3400,5562,1153796.000,1153796.000
531,442,5139.023,3386,6825,2271448.000,2271448.000
532,404,5177.822,3382,6883,2091840.000,2091840.000
533,363,4594.656,3390,5969,1667860.000,1667860.000
534,230,5510.000,3423,7535,1267300.000,1267300.000
535,283,4055.212,3409,4827,1147625.000,1147625.000
536,305,4097.508,3387,5144,1249740.000,1249740.000
537,483,4479.166,3402,6042,2163437.000,2163437.000
538,236,3771.936,3382,4388,890177.000,890177.000
539,278,4694.137,3399,6276,1304970.000,1304970.000
540,271,4915.048,3397,6497,1331978.000,1331978.000
541,357,4658.807,3397,6116,1663194.000,1663194.000
542,283,4088.989,3382,5408,1157184.000,1157184.000
543,277,3821.152,3385,4670,1058459.000,1058459.000
544,289,4196.076,3400,5289,1212666.000,1212666.000
545,348,4691.718,3388,5955,1632718.000,1632718.000
546,408,4552.870,3393,6303,1857571.000,1857571.000
547,285,4935.186,3405,6776,1406528.000,1406528.000
548,262,5023.023,3386,6604,1316032.000,1316032.000
549,368,5243.413,3413,6681,1929576.000,1929576.000
550,300,4529.650,3382,5943,1358895.000,1358895.000
551,276,4078.438,3389,5267,1125649.000,1125649.000
552,282,4125.812,3382,5341,1163479.000,1163479.000
553,255,4309.380,3391,5753,1098892.000,1098892.000
554,252,5919.389,3420,8258,1491686.000,1491686.000
555,387,4989.822,3411,6961,1931061.000,1931061.000
556,295,4524.766,3385,6063,1334806.000,1334806.000
557,250,3823.292,3402,4532,955823.000,955823.000
558,285,4602.249,3383,5881,1311641.000,1311641.000
559,273,3969.736,3384,4596,1083738.000,1083738.000
560,296,4143.503,3382,5293,1226477.000,1226477.000
561,297,4700.539,3385,6917,1396060.000,1396060.000
562,299,4255.398,3385,5519,1272364.000,1272364.000
563,266,5289.335,3387,7111,1406963.000,1406963.000
564,352,3902.213,3383,5075,1373579.000,1373579.000
565,303,4066.541,3388,5395,1232162.000,1232162.000
566,280,4278.468,3400,5390,1197971.000,1197971.000
567,265,5037.279,3387,6881,1334879.000,1334879.000
568,498,6267.777,3398,8428,3121353.000,3121353.000
569,252,4094.381,3386,5159,1031784.000,1031784.000
570,247,5390.170,3437,7172,1331372.000,1331372.000
571,299,4590.087,3392,6028,1372436.000,1372436.000
572,419,6079.499,3382,8711,2547310.000,2547310.000
573,226,6688.080,3403,10051,1511506.000,1511506.000
574,416,4688.329,3383,6751,1950345.000,1950345.000
575,440,5570.336,3394,7506,2450948.000,2450948.000
576,274,4292.843,3424,5298,1176239.000,1176239.000
577,298,4372.678,3392,5295,1303058.000,1303058.000
578,480,5549.442,3413,7368,2663732.000,2663732.000
579,478,5961.406,3389,8148,2849552.000,2849552.000
580,302,4213.450,3384,5372,1272462.000,1272462.000
581,285,4480.305,3425,6170,1276887.000,1276887.000
582,498,4631.187,3385,6388,2306331.000,2306331.000
583,277,4683.343,3399,6034,1297286.000,1297286.000
584,289,4215.118,3386,5701,1218169.000,1218169.000
585,266,6002.316,3410,8072,1596616.000,1596616.000
586,299,4486.328,3440,5368,1341412.000,1341412.000
587,440,7014.630,3382,10686,3086437.000,3086437.000
588,346,4610.965,3390,5946,1595394.000,1595394.000
589,382,4093.516,3385,5190,1563723.000,1563723.000
590,386,4651.746,3398,5931,1795574.000,1795574.000
591,305,3954.744,3383,5175,1206197.000,1206197.000
592,280,5327.114,3386,7061,1491592.000,1491592.000
593,271,4442.410,3412,5699,1203893.000,1203893.000
594,300,4096.110,3383,5109,1228833.000,1228833.000
595,445,5200.647,3382,6877,2314288.000,2314288.000
596,272,4162.169,3406,5377,1132110.000,1132110.000
597,181,3703.348,3383,4363,670306.000,670306.000
598,263,4954.373,3383,6721,1303000.000,1303000.000
599,264,4087.670,3389,5145,1079145.000,1079145.000
600,481,7497.879,3427,11349,3606480.000,3606480.000
601,417,5093.638,3393,6399,2124047.000,2124047.000
602,280,4782.768,3404,5945,1339175.000,1339175.000
603,252,5690.849,3393,7874,1434094.000,1434094.000
604,267,5350.663,3396,6972,1428627.000,1428627.000
605,252,5640.266,3400,7819,1421347.000,1421347.000
606,158,8703.285,3476,17326,1375119.000,1375119.000
607,320,4057.606,3384,5780,1298434.000,1298434.000
608,425,4186.602,3383,5490,1779306.000,1779306.000
609,309,4115.722,3395,5638,1271758.000,1271758.000
610,286,4582.556,3393,6067,1310611.000,1310611.000
611,336,4210.661,3394,5553,1414782.000,1414782.000
612,487,6190.318,3401,8723,3014685.000,3014685.000
613,232,3835.065,3384,4437,889735.000,889735.000
614,271,4526.074,3383,5906,1226566.000,1226566.000
615,301,3965.252,3384,5051,1193541.000,1193541.000
616,413,4823.673,3433,6851,1992177.000,1992177.000
617,319,5741.984,3405,7712,1831693.000,1831693.000
618,315,4197.622,3393,6016,1322251.000,1322251.000
619,196,7250.949,3403,11134,1421186.000,1421186.000
620,266,4584.060,3392,5541,1219360.000,1219360.000
621,319,3977.840,3387,4979,1268931.000,1268931.000
622,316,4430.756,3387,5885,1400119.000,1400119.000
623,354,4621.483,3395,6096,1636005.000,1636005.000
624,273,4585.337,3384,6090,1251797.000,1251797.000
625,388,5522.041,3398,7332,2142552.000,2142552.000
626,298,4919.946,3383,6450,1466144.000,1466144.000
627,419,6673.322,3418,9348,2796122.000,2796122.000
628,224,3774.018,3382,4428,845380.000,845380.000
629,367,8674.406,3385,16487,3183507.000,3183507.000
630,266,4245.534,3390,5587,1129312.000,1129312.000
631,290,4580.203,3395,6064,1328259.000,1328259.000
632,278,3942.730,3385,4751,1096079.000,1096079.000
633,325,5421.766,3389,7190,1762074.000,1762074.000
634,270,4164.630,3382,5138,1124450.000,1124450.000
635,283,4248.996,3389,5785,1202466.000,1202466.000
636,404,4503.993,3400,5865,1819613.000,1819613.000
637,289,4442.803,3382,6071,1283970.000,1283970.000
638,363,5077.441,3385,6620,1843111.000,1843111.000
639,319,3955.962,3390,4906,1261952.000,1261952.000
640,273,3778.784,3388,5089,1031608.000,1031608.000
641,442,6935.939,3386,9473,3065685.000,3065685.000
642,312,4091.619,3383,5138,1276585.000,1276585.000
643,272,4244.588,3382,5336,1154528.000,1154528.000
644,299,5117.201,3397,6897,1530043.000,1530043.000
645,236,3954.102,3383,5115,933168.000,933168.000
646,466,5241.361,3410,6813,2442474.000,2442474.000
647,496,5817.798,3407,8980,2885628.000,2885628.000
648,301,4890.216,3402,6226,1471955.000,1471955.000
649,272,4283.037,3388,5439,1164986.000,1164986.000
650,500,5771.066,3383,8184,2885533.000,2885533.000
651,277,3783.458,3391,5034,1048018.000,1048018.000
652,368,4757.416,3386,6526,1750729.000,1750729.000
653,364,4780.041,3389,6230,1739935.000,1739935.000
654,283,4507.926,3408,5952,1275743.000,1275743.000
655,297,4034.519,3386,5192,1198252.000,1198252.000
656,362,6754.387,3427,9491,2445088.000,2445088.000
657,261,4682.977,3432,6082,1222257.000,1222257.000
658,276,3890.949,3383,5226,1073902.000,1073902.000
659,280,4061.700,3385,5113,1137276.000,1137276.000
660,419,4114.442,3382,5168,1723951.000,1723951.000
661,269,4575.030,3399,5824,1230683.000,1230683.000
662,275,4202.305,3389,5482,1155634.000,1155634.000
663,433,6487.767,3403,9609,2809203.000,2809203.000
664,493,6102.008,3385,8521,3008290.000,3008290.000
665,276,5188.478,3440,7467,1432020.000,1432020.000
666,294,4961.156,3383,6477,1458580.000,1458580.000
667,282,4197.270,3395,5361,1183630.000,1183630.000
668,305,4731.098,3388,6222,1442985.000,1442985.000
669,392,3959.089,3382,5128,1551963.000,1551963.000
670,216,6641.870,3415,9802,1434644.000,1434644.000
671,317,4120.259,3384,5121,1306122.000,1306122.000
672,469,5129.719,3385,6659,2405838.000,2405838.000
673,426,7137.843,3389,10108,3040721.000,3040721.000
674,185,7582.659,3417,12443,1402792.000,1402792.000
675,356,4186.520,3387,5357,1490401.000,1490401.000
676,151,9155.881,3415,17202,1382538.000,1382538.000
677,248,3906.806,3390,4831,968888.000,968888.000
678,447,6473.980,3408,8969,2893869.000,2893869.000
679,285,4450.418,3395,5584,1268369.000,1268369.000
680,303,4429.026,3385,5453,1341995.000,1341995.000
681,304,4279.382,3387,5625,1300932.000,1300932.000
682,423,4737.071,3384,6165,2003781.000,2003781.000
683,347,6482.723,3459,8907,2249505.000,2249505.000
684,275,5291.225,3388,7456,1455087.000,1455087.000
685,318,4554.057,3382,6015,1448190.000,1448190.000
686,335,5579.251,3416,6994,1869049.000,1869049.000
687,375,4642.163,3382,6189,1740811.000,1740811.000
688,325,3932.397,3384,4926,1278029.000,1278029.000
689,303,4215.086,3389,5520,1277171.000,1277171.000
690,430,7317.474,3395,13172,3146514.000,3146514.000
691,372,5709.395,3395,8399,2123895.000,2123895.000
692,376,4249.934,3384,5830,1597975.000,1597975.000
693,430,5032.209,3414,6618,2163850.000,2163850.000
694,433,7235.245,3383,12928,3132861.000,3132861.000
695,320,4301.650,3392,5314,1376528.000,1376528.000
696,321,4107.050,3386,5656,1318363.000,1318363.000
697,370,4624.257,3382,6272,1710975.000,1710975.000
698,155,8949.477,3385,16613,1387169.000,1387169.000
699,415,5286.094,3384,7313,2193729.000,2193729.000
700,329,5873.188,3406,8388,1932279.000,1932279.000
701,309,4930.000,3387,6932,1523370.000,1523370.000
702,430,5684.428,3396,7389,2444304.000,2444304.000
703,303,4586.809,3391,5797,1389803.000,1389803.000
704,347,6274.300,3408,8923,2177182.000,2177182.000
705,281,4696.502,3405,6199,1319717.000,1319717.000
706,248,5448.488,3393,7300,1351225.000,1351225.000
707,429,6993.953,3395,10436,3000406.000,3000406.000
708,365,4931.677,3390,6278,1800062.000,1800062.000
709,317,4160.274,3382,5582,1318807.000,1318807.000
710,291,4254.076,3385,5355,1237936.000,1237936.000
711,289,3843.228,3384,4619,1110693.000,1110693.000
712,276,5157.562,3401,7228,1423487.000,1423487.000
713,316,5892.991,3389,8009,1862185.000,1862185.000
714,319,4269.925,3384,5416,1362106.000,1362106.000
715,318,4483.396,3385,5658,1425720.000,1425720.000
716,417,5969.571,3444,8602,2489311.000,2489311.000
717,300,4831.330,3390,6812,1449399.000,1449399.000
718,306,4220.042,3392,5364,1291333.000,1291333.000
719,324,4384.852,3382,5373,1420692.000,1420692.000
720,490,6267.080,3422,8555,3070869.000,3070869.000
721,318,4012.346,3383,5224,1275926.000,1275926.000
722,458,6345.581,3389,8813,2906276.000,2906276.000
723,319,4157.602,3389,5722,1326275.000,1326275.000
724,296,4459.669,3399,5685,1320062.000,1320062.000
725,242,5784.463,3393,8068,1399840.000,1399840.000
726,324,4408.880,3382,5411,1428477.000,1428477.000
727,295,4789.942,3401,6984,1413033.000,1413033.000
728,420,6840.829,3392,12306,2873148.000,2873148.000
729,464,6636.892,3429,9535,3079518.000,3079518.000
730,269,4605.606,3396,5988,1238908.000,1238908.000
731,319,5824.890,3382,8194,1858140.000,1858140.000
732,461,6089.512,3415,7936,2807265.000,2807265.000
733,407,4905.865,3413,6632,1996687.000,1996687.000
734,310,3905.026,3388,4693,1210558.000,1210558.000
735,320,4427.172,3390,5637,1416695.000,1416695.000
736,325,4336.009,3387,5634,1409203.000,1409203.000
737,460,4818.165,3384,6570,2216356.000,2216356.000
738,254,5683.224,3393,7791,1443539.000,1443539.000
739,309,4525.379,3384,5987,1398342.000,1398342.000
740,305,4280.184,3396,5565,1305456.000,1305456.000
741,308,4495.318,3400,5824,1384558.000,1384558.000
742,318,4215.613,3394,5283,1340565.000,1340565.000
743,307,4789.909,3388,6040,1470502.000,1470502.000
744,321,5781.757,3417,8066,1855944.000,1855944.000
745,328,4270.573,3386,5652,1400748.000,1400748.000
746,310,5123.423,3392,7267,1588261.000,1588261.000
747,283,4861.989,3408,6228,1375943.000,1375943.000
748,354,4692.554,3383,6464,1661164.000,1661164.000
749,303,4521.261,3385,5736,1369942.000,1369942.000
750,408,6414.765,3392,9140,2617224.000,2617224.000
751,286,5018.500,3388,6229,1435291.000,1435291.000
752,454,5949.681,3385,7883,2701155.000,2701155.000
753,294,4805.548,3388,6369,1412831.000,1412831.000
754,186,7789.188,3384,13545,1448789.000,1448789.000
755,288,4478.500,3390,5689,1289808.000,1289808.000
756,274,5018.142,3401,6535,1374971.000,1374971.000
757,362,4640.616,3391,6103,1679903.000,1679903.000
758,301,4587.983,3387,5659,1380983.000,1380983.000
759,327,4867.872,3398,6241,1591794.000,1591794.000
760,323,4222.099,3384,5108,1363738.000,1363738.000
761,352,4702.051,3400,6068,1655122.000,1655122.000
762,331,4357.870,3400,5640,1442455.000,1442455.000
763,285,5721.993,3383,8482,1630768.000,1630768.000
764,280,5214.993,3403,6953,1460198.000,1460198.000
765,442,4566.747,3383,5736,2018502.000,2018502.000
766,459,5795.434,3395,8408,2660104.000,2660104.000
767,307,4372.573,3383,5395,1342380.000,1342380.000
768,322,5606.012,3383,8316,1805136.000,1805136.000
769,282,4798.131,3386,5956,1353073.000,1353073.000
770,329,4329.605,3407,5656,1424440.000,1424440.000
771,199,7311.990,3419,10845,1455086.000,1455086.000
772,274,5316.555,3412,6859,1456736.000,1456736.000
773,276,5914.094,3396,8717,1632290.000,1632290.000
774,293,4737.468,3387,6743,1388078.000,1388078.000
775,435,7386.326,3476,13667,3213052.000,3213052.000
776,283,4575.025,3383,6004,1294732.000,1294732.000
777,343,5416.015,3395,7555,1857693.000,1857693.000
778,292,5032.812,3389,6772,1469581.000,1469581.000
779,308,4524.971,3408,5999,1393691.000,1393691.000
780,345,4899.736,3395,6618,1690409.000,1690409.000
781,351,4537.661,3413,5617,1592719.000,1592719.000
782,489,5136.524,3382,6780,2511760.000,2511760.000
783,318,5514.613,3439,7220,1753647.000,1753647.000
784,402,4723.211,3400,6365,1898731.000,1898731.000
785,486,6486.747,3394,9050,3152559.000,3152559.000
786,275,5241.244,3386,7412,1441342.000,1441342.000
787,372,4442.368,3389,5408,1652561.000,1652561.000
788,285,5065.189,3395,7162,1443579.000,1443579.000
789,354,4218.393,3389,5654,1493311.000,1493311.000
790,295,4556.441,3398,5809,1344150.000,1344150.000
791,250,4038.976,3390,4791,1009744.000,1009744.000
792,492,5612.707,3427,7635,2761452.000,2761452.000
793,439,6376.100,3416,8909,2799108.000,2799108.000
794,336,5429.077,3399,7071,1824170.000,1824170.000
795,294,3938.187,3390,5000,1157827.000,1157827.000
796,377,4502.886,3388,5704,1697588.000,1697588.000
797,293,4374.164,3398,5753,1281630.000,1281630.000
798,301,4755.927,3399,6625,1431534.000,1431534.000
799,285,4006.639,3384,4854,1141892.000,1141892.000
800,354,4325.133,3383,5721,1531097.000,1531097.000
801,490,4428.229,3395,5627,2169832.000,2169832.000
802,325,3947.034,3383,4763,1282786.000,1282786.000
803,467,6696.167,3413,9864,3127110.000,3127110.000
804,489,6466.548,3424,9420,3162142.000,3162142.000
805,319,4472.498,3428,5691,1426727.000,1426727.000
806,308,4379.614,3387,5447,1348921.000,1348921.000
807,317,4425.937,3390,5967,1403022.000,1403022.000
808,294,4718.228,3404,5940,1387159.000,1387159.000
809,324,4143.460,3392,5589,1342481.000,1342481.000
810,436,4508.553,3382,5892,1965729.000,1965729.000
811,315,4379.705,3385,5805,1379607.000,1379607.000
812,474,6691.426,3399,9318,3171736.000,3171736.000
813,391,7972.560,3387,11677,3117271.000,3117271.000
814,382,4618.387,3386,6101,1764224.000,1764224.000
815,311,4545.193,3387,6295,1413555.000,1413555.000
816,303,4133.710,3388,5419,1252514.000,1252514.000
817,497,6542.885,3394,11844,3251814.000,3251814.000
818,296,4540.422,3401,5757,1343965.000,1343965.000
819,311,5406.331,3398,7977,1681369.000,1681369.000
820,440,5198.398,3446,7007,2287295.000,2287295.000
821,331,4170.015,3388,5218,1380275.000,1380275.000
822,302,4679.563,3386,6157,1413228.000,1413228.000
823,408,7766.605,3392,10954,3168775.000,3168775.000
824,292,4960.288,3386,6653,1448404.000,1448404.000
825,325,4197.797,3383,5771,1364284.000,1364284.000
826,207,6927.826,3400,10714,1434060.000,1434060.000
827,304,4530.184,3424,5561,1377176.000,1377176.000
828,474,4565.371,3387,5902,2163986.000,2163986.000
829,433,3885.855,3394,4621,1682575.000,1682575.000
830,308,4671.607,3386,5965,1438855.000,1438855.000
831,464,6389.058,3385,8917,2964523.000,2964523.000
832,353,4074.720,3387,5385,1438376.000,1438376.000
833,465,4606.802,3382,6464,2142163.000,2142163.000
834,354,4118.641,3391,5147,1457999.000,1457999.000
835,313,4640.725,3404,5935,1452547.000,1452547.000
836,302,4843.874,3393,6215,1462850.000,1462850.000
837,312,4777.061,3402,6494,1490443.000,1490443.000
838,306,4870.157,3395,6733,1490268.000,1490268.000
839,343,4661.327,3387,6015,1598835.000,1598835.000
840,349,4616.779,3398,6060,1611256.000,1611256.000
841,305,4667.046,3391,6288,1423449.000,1423449.000
842,383,4070.399,3382,4957,1558963.000,1558963.000
843,339,4065.835,3385,5429,1378318.000,1378318.000
844,183,7101.213,3426,11228,1299522.000,1299522.000
845,299,3841.124,3385,4747,1148496.000,1148496.000
846,348,5168.118,3384,6834,1798505.000,1798505.000
847,280,3883.236,3383,4663,1087306.000,1087306.000
848,323,4143.947,3391,5245,1338495.000,1338495.000
849,290,5131.514,3389,7375,1488139.000,1488139.000
850,304,4051.628,3387,5004,1231695.000,1231695.000
851,309,4625.217,3405,6152,1429192.000,1429192.000
852,387,4206.457,3383,5248,1627899.000,1627899.000
853,299,4898.120,3402,6542,1464538.000,1464538.000
854,373,4442.753,3397,5967,1657147.000,1657147.000
855,249,6036.574,3426,8194,1503107.000,1503107.000
856,229,6698.646,3400,9479,1533990.000,1533990.000
857,214,6946.187,3394,10538,1486484.000,1486484.000
858,294,5591.779,3390,7915,1643983.000,1643983.000
859,441,4585.179,3388,6141,2022064.000,2022064.000
860,309,4373.453,3384,5548,1351397.000,1351397.000
861,461,5370.386,3389,7577,2475748.000,2475748.000
862,318,4411.701,3393,5654,1402921.000,1402921.000
863,294,4851.350,3395,6893,1426297.000,1426297.000
864,321,4205.586,3395,5128,1349993.000,1349993.000
865,357,5375.345,3435,7763,1918998.000,1918998.000
866,311,4439.363,3389,5725,1380642.000,1380642.000
867,326,4241.847,3389,5402,1382842.000,1382842.000
868,324,4213.383,3385,5421,1365136.000,1365136.000
869,326,5428.239,3386,7610,1769606.000,1769606.000
870,421,4162.287,3385,5444,1752323.000,1752323.000
871,372,4424.664,3385,5631,1645975.000,1645975.000
872,321,5292.262,3393,7320,1698816.000,1698816.000
873,331,3877.785,3383,4703,1283547.000,1283547.000
874,308,4688.393,3395,6466,1444025.000,1444025.000
875,325,4371.658,3399,5980,1420789.000,1420789.000
876,305,4847.869,3383,6309,1478600.000,1478600.000
877,327,3966.239,3384,4905,1296960.000,1296960.000
878,441,8215.435,3410,15014,3623007.000,3623007.000
879,290,4009.590,3382,5157,1162781.000,1162781.000
880,338,5472.849,3395,7362,1849823.000,1849823.000
881,308,4512.448,3383,5968,1389834.000,1389834.000
882,323,3990.653,3385,4925,1288981.000,1288981.000
883,289,5056.557,3453,6684,1461345.000,1461345.000
884,382,4876.309,3445,7365,1862750.000,1862750.000
885,386,3900.171,3383,5063,1505466.000,1505466.000
886,312,4105.054,3389,5450,1280777.000,1280777.000
887,321,4268.115,3396,5761,1370065.000,1370065.000
888,182,8286.742,3384,13694,1508187.000,1508187.000
889,469,5384.629,3389,7099,2525391.000,2525391.000
890,327,5173.602,3390,7114,1691768.000,1691768.000
891,332,4021.566,3383,4885,1335160.000,1335160.000
892,292,4989.418,3405,6765,1456910.000,1456910.000
893,346,4252.361,3383,5251,1471317.000,1471317.000
894,489,4673.967,3383,5937,2285570.000,2285570.000
895,328,4603.308,3406,6215,1509885.000,1509885.000
896,348,4377.618,3393,5818,1523411.000,1523411.000
897,326,4954.199,3395,6655,1615069.000,1615069.000
898,464,5515.267,3385,7914,2559084.000,2559084.000
899,295,4723.210,3387,6475,1393347.000,1393347.000
900,236,6368.242,3428,8876,1502905.000,1502905.000
901,361,6264.784,3393,8823,2261587.000,2261587.000
902,333,4073.120,3405,5103,1356349.000,1356349.000
903,434,6890.306,3420,9336,2990393.000,2990393.000
904,428,6723.215,3382,9532,2877536.000,2877536.000
905,341,5064.534,3389,6815,1727006.000,1727006.000
906,323,4420.043,3390,5831,1427674.000,1427674.000
907,455,6529.396,3383,10226,2970875.000,2970875.000
908,303,4178.670,3383,5393,1266137.000,1266137.000
909,307,4232.495,3383,5784,1299376.000,1299376.000
910,283,5238.597,3443,6885,1482523.000,1482523.000
911,314,5524.475,3387,7601,1734685.000,1734685.000
912,333,4041.324,3384,5440,1345761.000,1345761.000
913,268,5666.925,3402,7770,1518736.000,1518736.000
914,484,5614.079,3404,7566,2717214.000,2717214.000
915,456,6625.689,3422,8950,3021314.000,3021314.000
916,316,4205.123,3388,5431,1328819.000,1328819.000
917,287,5446.648,3420,7520,1563188.000,1563188.000
918,307,4612.020,3383,6616,1415890.000,1415890.000
919,324,5583.994,3382,7479,1809214.000,1809214.000
920,455,4488.679,3387,5654,2042349.000,2042349.000
921,330,4195.709,3387,5696,1384584.000,1384584.000
922,289,5037.495,3433,6829,1455836.000,1455836.000
923,411,7806.046,3390,11189,3208285.000,3208285.000
924,466,6864.129,3383,19824,3198684.000,3198684.000
925,460,3954.465,3382,4945,1819054.000,1819054.000
926,333,4079.736,3389,5132,1358552.000,1358552.000
927,302,4590.748,3390,6433,1386406.000,1386406.000
928,389,8060.177,3389,12291,3135409.000,3135409.000
929,356,5797.860,3421,7776,2064038.000,2064038.000
930,454,6382.934,3424,9194,2897852.000,2897852.000
931,332,5037.190,3401,7238,1672347.000,1672347.000
932,485,6118.571,3395,15038,2967507.000,2967507.000
933,441,6373.066,3390,9594,2810522.000,2810522.000
934,332,5414.470,3394,7663,1797604.000,1797604.000
935,321,5275.134,3385,6964,1693318.000,1693318.000
936,366,4241.954,3383,5158,1552555.000,1552555.000
937,406,4299.584,3387,5361,1745631.000,1745631.000
938,411,4528.338,3385,5726,1861147.000,1861147.000
939,470,7175.655,3391,10362,3372558.000,3372558.000
940,271,5337.491,3417,7035,1446460.000,1446460.000
941,303,4585.079,3393,5824,1389279.000,1389279.000
942,495,4289.853,3386,5435,2123477.000,2123477.000
943,289,5039.713,3402,6635,1456477.000,1456477.000
944,299,3685.221,3385,4490,1101881.000,1101881.000
945,327,5675.208,3400,7784,1855793.000,1855793.000
946,304,4422.586,3386,5487,1344466.000,1344466.000
947,280,4938.229,3389,6702,1382704.000,1382704.000
948,339,4862.714,3390,6826,1648460.000,1648460.000
949,452,6711.042,3410,9511,3033391.000,3033391.000
950,494,5595.158,3384,7808,2764008.000,2764008.000
951,456,6764.173,3395,10458,3084463.000,3084463.000
952,306,4554.422,3387,6046,1393653.000,1393653.000
953,414,6053.556,3505,8245,2506172.000,2506172.000
954,472,6827.337,3402,9964,3222503.000,3222503.000
955,332,4396.482,3385,6245,1459632.000,1459632.000
956,406,8509.404,3398,15347,3454818.000,3454818.000
957,366,5232.036,3388,6888,1914925.000,1914925.000
958,323,4007.978,3387,5069,1294577.000,1294577.000
959,467,5150.895,3389,6994,2405468.000,2405468.000
960,356,4409.205,3387,5828,1569677.000,1569677.000
961,290,4651.948,3384,6217,1349065.000,1349065.000
962,305,4923.616,3400,6365,1501703.000,1501703.000
963,493,7577.241,3382,11601,3735580.000,3735580.000
964,336,4041.238,3387,5201,1357856.000,1357856.000
965,399,5714.316,3420,7724,2280012.000,2280012.000
966,312,4016.256,3384,4865,1253072.000,1253072.000
967,312,4183.138,3386,5446,1305139.000,1305139.000
968,271,4980.520,3402,6162,1349721.000,1349721.000
969,494,6257.947,3414,8404,3091426.000,3091426.000
970,367,5255.907,3400,7582,1928918.000,1928918.000
971,461,6289.464,3385,8633,2899443.000,2899443.000
972,322,5413.466,3409,7262,1743136.000,1743136.000
973,341,5116.434,3393,6902,1744704.000,1744704.000
974,435,6805.676,3450,9964,2960469.000,2960469.000
975,416,4618.565,3413,6587,1921323.000,1921323.000
976,480,6453.685,3392,8945,3097769.000,3097769.000
977,363,4147.592,3383,5331,1505576.000,1505576.000
978,309,4583.362,3384,5936,1416259.000,1416259.000
979,425,4927.546,3388,6828,2094207.000,2094207.000
980,306,4222.131,3408,5212,1291972.000,1291972.000
981,316,4156.373,3398,5359,1313414.000,1313414.000
982,318,4369.469,3388,5506,1389491.000,1389491.000
983,293,3906.522,3384,4674,1144611.000,1144611.000
984,458,6387.245,3404,8652,2925358.000,2925358.000
985,347,4146.274,3389,5185,1438757.000,1438757.000
986,460,7207.746,3412,10209,3315563.000,3315563.000
987,190,7905.458,3410,12040,1502037.000,1502037.000
988,475,6706.907,3419,9786,3185781.000,3185781.000
989,400,4565.752,3404,6071,1826301.000,1826301.000
990,372,4706.645,3399,6348,1750872.000,1750872.000
991,188,7665.117,3444,11455,1441042.000,1441042.000
992,282,4818.986,3389,6749,1358954.000,1358954.000
993,450,6488.780,3383,9336,2919951.000,2919951.000
994,296,4870.926,3404,6802,1441794.000,1441794.000
995,311,5211.505,3399,6627,1620778.000,1620778.000
996,317,4115.375,3386,5011,1304574.000,1304574.000
997,287,5022.686,3383,6972,1441511.000,1441511.000
998,370,6216.246,3382,9216,2300011.000,2300011.000
999,469,8172.399,3383,12455,3832855.000,3832855.000
1000,287,5093.533,3394,6384,1461844.000,1461844.000
1001,198,7629.798,3436,12021,1510700.000,1510700.000
1002,435,4702.248,3383,6492,2045478.000,2045478.000
1003,306,4994.284,3392,6643,1528251.000,1528251.000
1004,271,3895.982,3386,4791,1055811.000,1055811.000
1005,295,5579.949,3469,7403,1646085.000,1646085.000
1006,282,5732.096,3382,7743,1616451.000,1616451.000
1007,296,4808.034,3389,6855,1423178.000,1423178.000
1008,378,4547.476,3387,5743,1718946.000,1718946.000
1009,463,6666.302,3394,9587,3086498.000,3086498.000
1010,361,4592.175,3388,6236,1657775.000,1657775.000
1011,436,5553.163,3428,7613,2421179.000,2421179.000
1012,320,4595.331,3407,6296,1470506.000,1470506.000
1013,420,7195.783,3386,10976,3022229.000,3022229.000
1014,377,4049.753,3384,5460,1526757.000,1526757.000
1015,262,4901.500,3393,6312,1284193.000,1284193.000
1016,426,6982.401,3416,10227,2974503.000,2974503.000
1017,258,5098.023,3390,6726,1315290.000,1315290.000
1018,272,5733.147,3465,7646,1559416.000,1559416.000
1019,466,4622.627,3385,5855,2154144.000,2154144.000
1020,332,5405.654,3402,8265,1794677.000,1794677.000
1021,370,4474.932,3384,5631,1655725.000,1655725.000
1022,271,5036.886,3422,6565,1364996.000,1364996.000
1023,318,4405.421,3387,5974,1400924.000,1400924.000
1024,444,4317.428,3390,5470,1916938.000,1916938.000
1025,470,6559.526,3399,9881,3082977.000,3082977.000
1026,409,9365.328,3394,17530,3830419.000,3830419.000
